userName,score,content,at,replyContent
Ainur Rizki,1,sering bgt lag padahal jaringan bagus,2026-01-05 20:20:14,
Muhammad Ridho Rido,5,game nya seru namun memilik banyak bug dan suka ada player menggunakan cheat tolong developer fiks bug and ban untuk pengguna cheat,2026-01-05 20:20:11,
Fakhri Andisna,1,match making nya benerinnya solo ya sama solo gausah temuin ama trio atau party,2026-01-05 20:19:51,
muzaky rendra,1,"najis game sebesar ini masi aja pingnya merah"" terus padahal season kemarin ping bagus bagus bagus aja mala bisa sampe 20ms season sekarang mala bad sampe 274 ms tolonglah servernya di benerin jangan cuma skin yang di banyakin itu servernya uda busuk sama system matchmaking juga tidak sesuai bertemu yang tidak sesuai dengan musuhnya",2026-01-05 20:19:49,"Halo Kak,
Kami berkomitmen untuk menciptakan lingkungan permainan yang adil.
Terima kasih atas dukungan Kakak yang terus-menerus!
Hubungi kami CS in-game dan berikan lebih banyak feedback agar kami bisa membantu secepatnya.

Tim MLBB"
Amir Mubtadi,1,plss lah kasih 5 kali menang aja cukup tapi malah di kasih kalah 14 sumpah gak boong,2026-01-05 20:19:45,
Muh.riffat Muammar,5,"saya suka game nya grafiknya bagus, dan game ini menghilang stres ( malah tambah stres ) , dan para pemainnya ramah",2026-01-05 20:19:35,
Muhammad Arif,5,bagus,2026-01-05 20:19:25,
Dava Dava Pratama,5,"game jelek, musuh di kasih tim bagus aku di kasih tim jelek",2026-01-05 20:18:54,
Nianty,5,game bisa dimainkan tanpa wifi,2026-01-05 20:18:50,
Den Uchiha,1,mending main epep daripada main ml,2026-01-05 20:18:31,
Gisella Novitasari,1,"KALAU NGASIH LANE YANG BENER LAH, BISA BISANYA GUA TIAP HARI MAIN MID PAS PARTY GILIRAN SOLO TIBA TIBA NGASIH JUNGLE, MANA DI BARENGIN SAMA YANG RANK EPIC",2026-01-05 20:18:15,
Arsa Maulana,1,game nya burik dan jelek,2026-01-05 20:18:12,
Suci Sucii,1,tolong ya monton servernya benerin masa tiap main ngelag Mulu padahal sinyal nya ijo,2026-01-05 20:17:42,
Dani Darusmansyah,5,Game moba terbaik seru bet pokoknya mantap mas muntun,2026-01-05 20:17:08,
husien z,1,Server rusak baik lagi jir jaringan ngelag parah apa coba,2026-01-05 20:16:13,
Nia Kurniati,1,Ngeleg mulu,2026-01-05 20:16:11,
rumah biu,1,jlk gamenya sush udh byk player ngetroll lgi moonton yg bnr lh dpt timnya jlk udh beban lgi lh orang lain dpt tim enak gj moonton pilih kasih hoooo😛🤪😡,2026-01-05 20:15:57,
Lucky Kirana,5,game bagusssss,2026-01-05 20:15:11,
Sri Nita,4,bagus grafiknya,2026-01-05 20:15:09,
Nastain Husaiman,1,game gaguna sistem rusak,2026-01-05 20:15:01,
Rudi Tabuti,1,"game rusak,jaringan w bagus.klo buat main rank pasti lag...game rusak",2026-01-05 20:14:25,"Halo Kak,
Maaf atas masalah jaringan yang Kakak hadapi.
Silakan coba ganti jaringan terlebih dahulu.
Feedback Kakak sangat berharga bagi kami.
Terima kasih atas kesabaran dan pengertiannya!

Tim MLBB"
Aldo Vero,5,i like it,2026-01-05 20:12:39,
Yudis Herdiansyah,1,"moonton tolong lah yang solo jangan di temuin sama yang trio apalagi sama yang party , yang bner ajah lah ketemu mulu draksistem tim gua , sedangkan lawan jago jago , sedangkan tim gua honor abadi",2026-01-05 20:12:16,
Sugiarto Sugoarto,5,seru tapi sering ketemu dark sistem sama mana susah banget lagi naik rank,2026-01-05 20:12:00,
Ratu Mutia,5,game nya bagus seru,2026-01-05 20:10:45,
Aswar setiawan,1,game tolol ini jaringan nya nga bagus banget padahal udah pake data,2026-01-05 20:10:21,
Rudiaprianto Rudiaprianto,1,Banyak dark system nya anjjjj,2026-01-05 20:08:52,
Saripah Vivo,5,seru banget,2026-01-05 20:07:35,
Nuraca isnan,5,aku kasih bintang lima gara-gara jarang menang,2026-01-05 20:06:05,
Rofi Fael,1,parah mact lancar dibase lag,2026-01-05 20:05:40,
Ressa Herlinay,1,tinggal dapat emosi doang main game ini,2026-01-05 20:05:04,
Alzena Dascha,1,lag banget perasaan wifi nya enak tapi ngelag muluh,2026-01-05 20:04:47,
Maul Hazwan,5,mantap gamenya seru walau pun engleg,2026-01-05 20:04:46,
Xyinken Xyinken,1,"game rusak gw di kasih tim bot dan lawan gw semuanya pada jago""",2026-01-05 20:03:51,
Fauza,1,game gak jelas . aku langganan starlight. gak menang. kalah terus . gila kalian ngasih tim robot yang lemah banget. musuh dikasih robot juga yang kuat gak masuk akal banget rank sampe turun gila aja kalian matchmaking begini ngeselin banget,2026-01-05 20:03:49,
Ilham ramadhan,1,"tolong moonton saya dari tadi wlwl,tolong di kasih ws sampai imo,sekian terimakasih",2026-01-05 20:02:38,
Yanti Yanti,1,"tolong di perbaiki sistem tim cocokan dengan kemampuan,sudah 2026 tolong di perbarui lagi secara detail,kendala ada di tim solo duo,sekali lagi tolong di perbaiki.",2026-01-05 20:02:01,
Rizki Fedriansyah,5,"Gamenya bagus dan seru jadi seneng ketika mainin nya. Player player nya juga ramah semua. Aku juga ketika main miya di jungle dapat pujian dari timku. Bahkan kalo lagi main solo suka dapet temen jago, contoh nya kaya: Saber roam. King dayrot. Nana full buil teng. Frangko demeg. Fany darat. Miya tiktok. Dan masih banyak lagi.. Pokonya ini game paling seru sedunia😊",2026-01-05 20:01:40,
Zahra Cmc,5,💪,2026-01-05 20:01:36,
"YAN,Z Brother",4,itu gua main knapa di kasih tim aneh mulu giliran musuh di kasih tim bagus cape ati gua bang cape gua main solo udh kek lawan onic aje gua main harus serius mulu cape bang kasih gua tim bagus napaa orang lain mulu yang di kasih tim bagus ni gua sebagai player solo cape ati nih kalo di giniin mulu,2026-01-05 19:59:51,
Geri Alpiansah,1,"game nya bagus tapi ngotak dikit, tim sendiri sama tim musuh ga sesuai, tim musuh jago tim saya ada yang baru main, ada yang ga sesuai sama role nya, itu aja sih pendapat saya kasih lah musuh yang seimbang",2026-01-05 19:59:25,
Hendrik Budiraharjo,5,tolong moonton hilangkan dark sistem / tim kagak bisa main yang benar,2026-01-05 19:58:46,
Bobi Satria,1,"ada yang setuju gak kalo main ml itu macht matching nya di beri musuh yang winret nya sepadan kayak 56% ketemu yang 58% itu masuk akal, gak 37% ketemunya 84% kan gila gak ngotak 😱😬😡😡🤬🤒🤒",2026-01-05 19:58:14,
Sky Scourge Invicil,1,"matchmaking g pernah adil ketemu trio, duo, setim, gua solo :) gmna cara gua menang?",2026-01-05 19:56:41,
Mursa Lim,5,mantap gem nya,2026-01-05 19:56:38,
Van Fauza,1,emang duo harus lawan trio sangat gak masuk akal,2026-01-05 19:56:14,
Mahesa Dilan,5,Luar binasa,2026-01-05 19:55:18,
Letti Maria Goretti,4,👍👍,2026-01-05 19:55:17,
Igfar Algifari,1,sering diberi tim TDK seimbang sering dapat tim bot musuh pro jadi tolong di seimbang ini geme rusak,2026-01-05 19:54:50,
muhammad riski akbar,1,ml ngentoddd,2026-01-05 19:54:40,
Muchammad Solihin,5,mantaps,2026-01-05 19:53:07,
Ahmaz,5,banyak orang yg egois saat bermain,2026-01-05 19:53:06,
petrus jr,1,"mampus gua kasih bintang 1, udh jangan download game ini gua lose streak dari legend 2 sampe legend 4 full emas, gausah di download game nya bisa bikin darah tinggi dan 1 lagi kalo gua win streak gua kasih bintang 5",2026-01-05 19:52:37,
James Simbolon,1,SISTEM ANEH... TIM SAYA 5 ORANG MYTUCH SEDANGKAN MUSUH 5 ORANG HONOR SEMUA.... GA ADIL BANGET....,2026-01-05 19:52:35,
cicik mirasari,2,soalnya di sistem matchmaking dipertemukan lawan yang tidak seimbang,2026-01-05 19:52:01,
Hendy Ahen,3,ngelegg montonnnnnnnnnnnnnnnnnnn🙏,2026-01-05 19:51:54,
op po,5,gem nya bagus mantap,2026-01-05 19:51:24,
Dias Muhammad,5,bagus sekali,2026-01-05 19:51:01,
Lovemyself,5,"kok sekarang lag2 ya, tolong moonton",2026-01-05 19:50:12,
Revvzz.,2,"CPET JAWAB DENGAN UP VIDEO TERBARU WOY MOONTON, katanya soulvessel gabakal ada luckybox nya gw mau kagura soalnya, trus juga katanya luckybox kagura juga gaada di box m7,, jdi kaguraanya bakal ada dimana woyy??",2026-01-05 19:49:21,
Muh RaafiAlfarizi,1,moonton kenepa gw dikasi dark sistem Mulu tun sebenar nya ni game bagu tapi gw muak di kasi dark sistem Mulu tun,2026-01-05 19:48:13,
Maja Resan,1,"kebanyakan dikasih tim bot dan troll nya... dan sengaja di kembang biakan oleh moonton, gak ada solusi. percuma komen gak ada perbaikan dari pihak moonton",2026-01-05 19:48:12,
Saedah Saedah1,5,menyenang kan tidak bisa bosen,2026-01-05 19:47:52,
Karissa Risqi rihani,2,"YANG BENER AJA LAH KALO NGASIH TIM, MIKIRRRRRRRR",2026-01-05 19:47:50,
Wiwit Setyowati,1,tim nya tolol,2026-01-05 19:47:44,
Shrull Gunawan,1,game tlol,2026-01-05 19:47:38,
Lindsay Roman,1,perbaiki jaringan lu,2026-01-05 19:46:55,
Lil Cris,5,game nya keren banget,2026-01-05 19:46:21,
Gage Conway,1,game cacat loba darksistem hayoh we pake hanabi jeng hanabi,2026-01-05 19:46:21,
Revan Evan,5,game nya sih bagus tapi sinyal tu benerin kocak😌,2026-01-05 19:45:57,
Jiyem Vivo,4,bagus daripada ff tai,2026-01-05 19:45:38,
Septian Dwi saputra,1,"moonton bangke orang yang ngetroll gw yang kena hukuman,main malah ketemu gm hobi maling jungle. saran:dibikin yang bisa ngambil jungle yang retri aja.",2026-01-05 19:44:39,
Cinta Welkis,4,permainan ini sangat bagus aku suka,2026-01-05 19:42:59,
Hiday Rahman,5,gem Ter baik di dunianya,2026-01-05 19:42:33,
padil 1507,5,madep lah,2026-01-05 19:41:11,
ruben siburian,1,keseimbangan matching gapernah ngorat,2026-01-05 19:41:06,
firda nurcahya,4,permainan nya cukup bagus juga ya,2026-01-05 19:41:05,
muhammadivan renaldi04,1,game kalah menang aja ini dapat mm pilihan moonton terbaik jago nya melebihi proplayer dah ini game,2026-01-05 19:39:12,
Galvo Whibley,1,game burik. skin harga selangit tapi efek b aja. ketemu musuh cuma dalam negri tp pake embel embel GLOBAL,2026-01-05 19:38:33,
Arafah Diko,4,sangat bagus,2026-01-05 19:38:29,
Denny As,1,sinyal bagus tp pas main bisa ngeleg n seperti nya udh di atur nggak akan menang walaupun dapat team bagus n udh sy coba.... pemain solo lawan nya yg satu tempat duduk.... tambah gila nya....,2026-01-05 19:37:47,
Riza Fauzan,1,banyak darksistem,2026-01-05 19:36:44,
Paidi Idi,5,saya kasih bintang 5 kalo saya menang sampai imo bintang 4000,2026-01-05 19:36:31,
Yulia Amelia,1,"tim yang gak seimbang lo kasih musuh 3 orang imoo, glory sedangkan tim ku?!!!! kamu kasih honor, legend, epic, jangan bilang lo kasih bot lagi di tim ku?! wah parah lo moonton",2026-01-05 19:36:30,
Maulana Angga,1,JANGAN download apk ini penipuan macth tidak sesuai level akun dan tingkat rank kita d kasih tim lagend lawan nya mytic semua akun kita juga akan di tandai jika main solo rank agar sering kalah dan dapat tim tidak sesuai,2026-01-05 19:35:40,
Jarvis 00,1,game ampas pembagian tim buruk,2026-01-05 19:34:37,
rifaldi Aj,1,game jelek masah setiap main lah gua main game lain ga leg kalo main game haram 1 ini malah lag udah main 20 pertandingan menang nya cuman 6 kalah nya 14 gajelas ini game perbaiki game ini monton kalo ga di perbaiki gimana mau saingan sama game lain,2026-01-05 19:34:00,
Gprdebus Xz,5,jos jis moonton gem apek,2026-01-05 19:33:49,
Pauzan,5,games bagus,2026-01-05 19:33:32,
KHOIR DNSS_,5,good game,2026-01-05 19:33:18,
Rafi rakha Pratama,5,game taekkkkk,2026-01-05 19:32:49,
Adzriel Rizky Ananda,5,Banyak skin gratis nya akhir akhir ini 😁,2026-01-05 19:32:12,
Nadhif Ramadhan,2,sistem matchmakingnya jelek.,2026-01-05 19:32:07,
Naren gaming,5,I like ML harus bikin yg versi lite kasian yg hp kentang,2026-01-05 19:31:53,
Ai Rohaeni,5,game nyaa bagus,2026-01-05 19:31:19,
AHMAD ABDUL AZIZ,1,"tolong perbaiki sistem tim nya, player solo bisa ketemu trio, dark sistem bikin tim ga adil moonton, gmn sih ngasi tim nya gaberes",2026-01-05 19:29:47,
RASYA AHSAN123,1,kocak kocak main ga pernah ketemu tim yang bagus ketemu tim yang ampas mulu benerin lah matchmaking nya lawan ex glory dapet tim mentok epic oy monton cepet lah benerin matchmaking nya,2026-01-05 19:29:05,
Anty Efendi,5,bagus salah satu game paling ku suka,2026-01-05 19:29:03,
Wetewete 1606,5,karna bagus bagi saya,2026-01-05 19:27:06,
Renggga Afriansyah,1,Hahahha hpus ml sakit kepala main nya solo masih di kasih lwn Mabar aneh,2026-01-05 19:25:23,"Halo Kak,
Kami mohon maaf atas pengalaman kurang menyenangkan yang terjadi.
Bisa bantu kami dengan mengirimkan screenshot atau detail lebih lanjut lewat CS in-game?
Ini sangat membantu kami memperbaiki permainan.
Terima kasih!

Tim MLBB"
Saeful Mazid,1,"game ga wajar lagnya, padahal sinyal bagus,trs pas ganti game lain jaringannya bagus, ini mohon di perbaiki masalahnya,jangan skin mulu yg diprioritaskan,perbaiki masalahnya dulu,baru skin,saya kasih bintang 3 dulu,kalo udah bener saya kasih bintang 5,dah itu aja. edit: gajadi bintang 5 bintang 1 aja",2026-01-05 19:25:18,
Itel Sdualima,1,game elit bug sama koneksi jaringan saat bermain sangat buruk di sayangkan untuk di download,2026-01-05 19:24:32,
Agus Riawan,5,"seru game nya jadi banyak kenalan karna berteman,tapi inget kalau udh main game ini tetep dijaga sholat nya guuuuysss, thanks moonton",2026-01-05 19:24:18,
jeri ya ada apa?,1,monyet benerin jaringn merah merah mulu abis update bukan nya bagus malah nambah bug kalo gini main epep aja bikin stres aja,2026-01-05 19:24:13,
Sandy Permana,1,makin di update makin parah pake jaringan apapun tetap ngelag padahal main game yang lain normal lama lama gua hapus nih. game ML kalo gak di benerin,2026-01-05 19:23:59,
Deny Denyprasetio,1,game nya udah bagus tapi gue mai selalu di kasih tim jelek terus sama musuh yang pada jago,2026-01-05 19:23:57,
KANEKI KEN,1,"sistem pencarian pertandingan yg tidak seimbang .. solo ketemu musuh party 3 .. solo ketemu musuh party 5 .. bisa juga solo ketemu musuh party 2 2 1 .. sellu sibuk update skin Mulu,",2026-01-05 19:23:44,
Fadly Nugraha,1,kenapa setiap masuk ke mobilegends tdak mendapatkan jaringan padahal ada jaringan wifi lohh game gajelas Tolong dong developer di perbaiki hal beginian Masalah Bug cheat cepet di perbaiki giliran hal beginian lama di perbaiki nya Tolong dong kami sebagai player merasa kecewa atas developer game ini,2026-01-05 19:22:42,
Bagus Hack,1,tolong di benerin lagi saya saat main ga bisa bergerak padahal wifi gua lancar pas buka tiktok lancar pas main ml Mala ngeleg,2026-01-05 19:21:35,
Redmi Iqbal,1,"saya kasih bintang 1 karena beberapa alasan, 1 kok pas main bisa ngelag parah padahal wifi/jaringannya bagus TPI ngapa bisa ngeleg separah itu, 2 kalau ngasih tim itu yang bagus lah, masa udah 5× main lose Mulu mana main rank lagi, kalau ngasih tim itu yg adil lah, Semoga kedepannya lebih baik lagi, terimakasih!!.",2026-01-05 19:20:15,
Challenge,5,ya seru lah,2026-01-05 19:19:53,
MANGYONOcom Aviary,1,gamenya basus,2026-01-05 19:19:46,
Kiki Dian,1,saya kalah terus,2026-01-05 19:19:17,
Purnama Panjaitan,5,game rusak akun saya hilang tapi cs moonton tidakk dapat mengembalikan nya padahal karna keamanan akun yang tersimpan di dalam game ini jujur saya kecewa karna akun yang sudah saya rawat selamat 4 tahun hilang begitu saja semoga masalah ini bisa diatasi dengan baik oleh moonton,2026-01-05 19:19:15,
Ginting Ginting,1,sangat buruk selalu ngelek pokoknya mengecewakan sekali gaem ini,2026-01-05 19:18:47,
Azzuhra Latifha,4,game nya enak mantap bagus,2026-01-05 19:18:10,
King Firli,1,di kasi tim darak sistem gem gada guna lah,2026-01-05 19:17:55,
BJIR,1,lu bikin gw kalah mulu,2026-01-05 19:16:16,
Rafa Husaini,2,"Bot MLBB sekarang rasanya cuma numpang isi slot tim. Ga adaptif, ga ngerti tempo game, dan sering jadi feeder halus. Ranked jadi ga kompetitif karena hasil match kadang ditentuin sama bot, bukan skill player.",2026-01-05 19:15:09,
Fauzan Cikeuah,5,bukan seru lagi bikin nagih,2026-01-05 19:15:08,
Gilangmp Gilang,5,seru,2026-01-05 19:15:00,
Isel Nuraira,5,"bagusss bangettt gamenyaaa asikk gaa bosennn bosennn, wajib kalian download.. game ramah iniii...asikkk bangettt ckkkkk",2026-01-05 19:14:46,
Solikin Aqilaa,5,Permainan ini bikin saya ceria yang mau nya saya tadi nangis sekarang udah tidak karena mobile legends😻,2026-01-05 19:14:28,
Hendri Setiawan,1,"game ini makin parah matchmakingnya,, naik turun epik -legend sampai 5 kali,, season terburuk ,, buat kalian mending hapus game ini daripada kalian setress, dan hidup kalian akan jauh lebih berguna dari pda nurutin @Moonton",2026-01-05 19:14:23,
Pringga Ependi,1,JANGAN DOWNLOAD GEME SAMPAH,2026-01-05 19:14:14,
Garry Akbar,1,moontoon kikir masa dm gw di korup padahal gw beli wdp ko ga ada diamond hariannya itu bug atau kikir ajn?,2026-01-05 19:13:49,
Rauf Wahyu Pratama,1,kalah mulu main solo kayak berasa main di imo apa apaan dah nu game tim di kasih penghuni asli lawan di kasih penghuni glory (main awal season) game apa si jnj mancing darah tinggi,2026-01-05 19:13:21,
Brian Andika,5,kadang bagus tapi kalo kalah ngeselin banget,2026-01-05 19:12:44,
Pandora A'ctors,1,Halo Moonton tolong CS yang di dalam game di benar kan saya dah mengubungi CS tenatang pemulihan akun verivikasi gagal terus. akun saya dah hilang selama seminggu,2026-01-05 19:12:20,
fa qeh,5,sistemny benerin ah cape kali aku bah maen ni game gila aku lama lama aseli,2026-01-05 19:12:08,
Firman Fajar septiawan,3,"gamenya bagus grafiknya juga bagus tapi yg buruk itu playernya, musuh rank nya pada tinggi,jago dan kalo tim rank rendah main noob gitu aku harap kedepannya match nya adil rank musuh sama tim sama udah si itu aja",2026-01-05 19:11:52,
Abi Manyu,4,game nya bagus minus e banyak dark sistem,2026-01-05 19:11:05,
Fauzann Muhammad,2,"sekarang hp 6/128 ngelek bngt, tlong monton jangan pedulikan hp bagus, pedulikan juga hp kentang kak",2026-01-05 19:09:03,
Indira Athifa Ramadhani,1,ngasih tim gaadil bet,2026-01-05 19:08:50,
kelvin Adzano,5,game nya baguss banget bikin kecanduan btw kalo akun kalian gk bisa masuk laporin aja ke muntun,2026-01-05 19:08:17,
HEXCON HEX,1,"hell yeah, sistem bug. ketika matchmaking sudah berhasil di temukan namun tidak masuk ke dalam matchmaking, hat tersebut sudah terjadi 3 kali berturut-turut pada akun saya yang menyebabkan pengurangan kredit skor dari 110 menjadi 107 dan yang terakhir 106. karena dirasa bug ini cukup mengganggu dan biasanya (tidak ada) dapat di atasi dengan relog namun ini tidak bisa. apalah benerin dulu sistem udah mah matchmaking teman ampas mau mulai math di persulit, kasihan player all role atau roam tank.",2026-01-05 19:07:37,
Fauzan Mamada,5,mantap event nya seru,2026-01-05 19:05:59,
Siti Nur Padilah,4,"gada suaranya, sama nunggu unduhannya lama banget",2026-01-05 19:05:29,
Herorihantandi 19,1,TIM YANG GUA DAPAT POKE SEMUA banyak drama lag padahal bar sinyal gw penuh musuhnya jago tim gw ampas S39 season tersampah,2026-01-05 19:04:29,
Bintang Mirza Shalfitra,1,saya sudah top up dan pembayaran berhasil tapi weekly top up nya ga masuk,2026-01-05 19:04:17,
KIANDA akun hilang,1,"MOHON YEH, TIM GW JELEK JELEK SEMUA, GILIRAN MUSUH PADA TOP GLOBAL, MATCH NYA BIKIN SEPADAN LAH, JANGAN TIM MUSUH DOANG YANG BAGUS. IZINNNNNNNN NI YEE",2026-01-05 19:03:19,
Anita Nurul Khasanah,5,"bagus sihh tpi kehilangan akun gampang kli, cape top up bnya' eh akun hilang di hack",2026-01-05 19:02:56,
MINARNI,1,game gak ngotak kasi lawan yg jago jago,2026-01-05 18:59:01,
REXZ Editz,1,game montoon nya rusak kadang servernya ngelag padahal sinyal bagus bagus aja kalau ngasih tim main nya dark sistem musuhnya jago ga ngotak montoon,2026-01-05 18:58:33,
Azka Azka,1,game nya banyak dark sistem yang,2026-01-05 18:58:05,
Sunaring Pangastuti,5,"Sudah lama ga main, ah..",2026-01-05 18:57:34,
Azhar Redmi,2,"game buruk, sistem matchmaking tidak adil, orang lain ditemuin tim yang jago sedangkan saya mendapatkan tim dark system, hingga saya mendapat coklat karna saya belum late game, dan juga saber roam yang menyebalkan, tolong agar saber tidak bisa dipakai di roam.",2026-01-05 18:57:18,
Edy Suprian,1,game rusak,2026-01-05 18:57:14,
Fahry Man,5,wah game sebelah bagus juga salam dari ff😁,2026-01-05 18:56:27,
Hafid Kafa,2,kagak ada apa apa akun ku kena ban jangan di download,2026-01-05 18:55:47,
Daffa Agastya,1,"saya membeli dm di dalam apk ML nya langsung tetapi dm tidak masuk ke akun saya, gimana ini untuk solusinya moonton ? untuk pembayaran saya menggunakan Qris dengan harga Rp.83.250 ,saya merasa di rugikan akan hal ini, tolong pertanggung jawaban nya 🙏🏻",2026-01-05 18:55:33,
Ace Suryana,5,pertandingan yg sngt bgus tiap main KLH terusssssss,2026-01-05 18:55:27,
M. Dimas akbar,3,terlalu bnyk ketemu team gak bisa main ( ke komputer) padahal pangkat udah tinggi masih saja sama kurangin dong player² yyang begini males jadinya main,2026-01-05 18:55:10,
Angga,1,Karena keseimbangan matcking gak bener dapet tim beban trol bikin strees ni gem,2026-01-05 18:55:04,
Nurnia Siati,4,karna ada yang kurang yaitu item aku bosen item itu bisa ganti kalo gak di ganti aku bakal kasih rating 1,2026-01-05 18:52:50,
mam mum,5,"moonton tolong dibenarkan tuh yg stuck loadingnya 30% mulu, mana masuk ke in game 1 menit lebih lagi,tolong dibenerin yg stuck 30% pas mau masuk in gane itu moonton 🙏",2026-01-05 18:52:32,
Ade Gunawan,2,"game GG aneh solo rank jadi susah banget menang nya , dan kenapa mesti ada bot setiap game makin kesini makin sulit solo rank",2026-01-05 18:50:55,
Adi Kresna,3,"saya tidak bisa masuk pertandingan, dan kredit skor saya terus dikurangi. tolong segera di fix,",2026-01-05 18:50:53,
Louis Enrique lyantan,1,game bikin emosi dapat tim ngeyel,2026-01-05 18:50:38,
Royanti Ginting,1,"aku malas mainkan game ini,setiap aku main selalu ketemu drak system,dan GK pernah dapat skin yg bagus aku akan hapus game ini",2026-01-05 18:50:37,
Daut Llg,4,game seru walaupun bikin omongan saya kasar tetapi ini game buat kecanduan mabar,2026-01-05 18:50:18,
Agus Dika,1,Game asu ngelag terus gangguan dari sana nya jangan di download game ini,2026-01-05 18:50:09,
Risky Irawan,5,seru banget pokoknya,2026-01-05 18:49:20,
Alfan Darmawan,1,matchmaking nya sampah sekarang cuih,2026-01-05 18:48:38,
Adelia Putri Hujianto,1,akun saya hilang,2026-01-05 18:48:21,
